sale_id,date,field_id,product_type,quantity_barrels,price_per_barrel,revenue
488,2023-04-21,6,Brut,4697,84.35,396191.95
489,2024-11-22,5,Condensats,3661,93.24,341351.64
490,2023-08-28,2,Gaz naturel,3689,69.78,257418.42
491,2024-04-27,3,Gaz naturel,1251,66.17,82778.67
492,2023-01-26,1,Gaz naturel,1732,73.18,126747.76
493,2024-09-26,5,Brut,1358,69.27,94068.66
494,2024-07-28,6,Condensats,4914,81.47,400343.58
495,2023-12-02,2,Brut,4360,86.06,375221.6
496,2024-09-16,3,Brut,4441,74.07,328944.87
497,2023-08-15,3,Gaz naturel,3199,63.14,201984.86
498,2024-10-25,6,Gaz naturel,2500,60.92,152300.0
499,2023-03-06,6,Gaz naturel,739,67.63,49978.57
500,2024-10-12,6,Gaz naturel,2690,85.64,230371.6
