production_id,well_id,date,barrels_extracted,cost
4332,6,2024-11-07,175.1,1710.9
4333,6,2024-11-08,194.6,1916.76
4334,6,2024-11-09,200.7,2327.2
4335,6,2024-11-10,213.3,2670.26
4336,6,2024-11-11,202.6,2209.16
4337,6,2024-11-12,194.4,2475.44
4338,6,2024-11-13,195.5,2330.66
4339,6,2024-11-14,212.0,2623.81
4340,6,2024-11-15,214.5,3196.5
4341,6,2024-11-16,183.2,2527.12
4342,6,2024-11-17,201.8,1969.86
4343,6,2024-11-18,213.9,2400.58
4344,6,2024-11-19,228.2,2407.72
4345,6,2024-11-20,222.5,2949.85
4346,6,2024-11-21,176.2,2246.56
4347,6,2024-11-22,199.7,2704.16
4348,6,2024-11-23,175.8,1992.08
4349,6,2024-11-24,226.5,2860.28
4350,6,2024-11-25,203.7,2213.06
4351,6,2024-11-26,214.2,2929.01
4352,6,2024-11-27,184.5,2585.03
4353,6,2024-11-28,189.2,2051.92
4354,6,2024-11-29,206.0,2870.77
4355,6,2024-11-30,220.7,2543.94
4356,6,2024-12-01,169.9,2128.04
4357,6,2024-12-02,218.4,2482.57
4358,6,2024-12-03,203.7,1741.59
4359,6,2024-12-04,167.2,1519.4
4360,6,2024-12-05,211.7,2951.86
4361,6,2024-12-06,212.8,2902.85
4362,6,2024-12-07,200.5,2576.87
4363,6,2024-12-08,190.5,2212.7
4364,6,2024-12-09,185.5,1826.35
4365,6,2024-12-10,207.6,1789.69
4366,6,2024-12-11,177.1,1489.24
4367,6,2024-12-12,224.1,2663.09
4368,6,2024-12-13,185.7,2035.1
4369,6,2024-12-14,166.0,2415.25
4370,6,2024-12-15,216.2,1812.92
4371,6,2024-12-16,212.0,2889.59
4372,6,2024-12-17,205.2,1905.5
4373,6,2024-12-18,217.6,1869.25
4374,6,2024-12-19,182.8,2500.75
4375,6,2024-12-20,216.3,1882.48
4376,6,2024-12-21,215.5,2807.22
4377,6,2024-12-22,215.6,1787.54
4378,6,2024-12-23,208.3,1699.79
4379,6,2024-12-24,182.1,2169.13
4380,6,2024-12-25,193.2,2786.67
4381,6,2024-12-26,218.1,1745.1
4382,6,2024-12-27,193.6,1777.46
4383,6,2024-12-28,182.3,2656.59
4384,6,2024-12-29,237.0,2099.21
4385,6,2024-12-30,170.6,2404.25
4386,6,2024-12-31,190.8,2334.88
4387,7,2023-01-01,298.1,3593.26
4388,7,2023-01-02,349.4,4378.49
4389,7,2023-01-03,359.9,3664.04
4390,7,2023-01-04,350.9,4201.39
4391,7,2023-01-05,328.5,4437.83
4392,7,2023-01-06,345.4,4262.12
4393,7,2023-01-07,304.5,2605.62
4394,7,2023-01-08,348.0,4822.84
4395,7,2023-01-09,303.6,4369.85
4396,7,2023-01-10,326.2,3683.42
4397,7,2023-01-11,351.6,4117.72
4398,7,2023-01-12,335.0,3508.92
4399,7,2023-01-13,324.7,3320.94
4400,7,2023-01-14,368.7,4816.27
4401,7,2023-01-15,347.2,5153.48
4402,7,2023-01-16,347.7,4696.09
4403,7,2023-01-17,345.7,2766.33
4404,7,2023-01-18,342.3,3606.54
4405,7,2023-01-19,348.4,3220.05
4406,7,2023-01-20,371.5,3761.85
4407,7,2023-01-21,352.4,4870.43
4408,7,2023-01-22,281.6,4090.32
4409,7,2023-01-23,348.9,3939.66
4410,7,2023-01-24,344.2,3692.81
4411,7,2023-01-25,373.4,3311.73
4412,7,2023-01-26,292.8,3530.1
4413,7,2023-01-27,312.7,4587.26
4414,7,2023-01-28,382.4,4686.74
4415,7,2023-01-29,328.5,4180.49
4416,7,2023-01-30,291.2,2989.06
4417,7,2023-01-31,335.5,4909.5
4418,7,2023-02-01,310.9,3543.1
4419,7,2023-02-02,343.4,3794.32
4420,7,2023-02-03,310.9,3031.76
4421,7,2023-02-04,360.8,3340.53
4422,7,2023-02-05,354.0,5097.88
4423,7,2023-02-06,342.2,3620.14
4424,7,2023-02-07,326.7,2737.2
4425,7,2023-02-08,352.0,4289.3
4426,7,2023-02-09,358.1,4092.25
4427,7,2023-02-10,333.7,3642.78
4428,7,2023-02-11,322.0,3838.29
4429,7,2023-02-12,343.9,4205.59
4430,7,2023-02-13,329.2,4360.23
4431,7,2023-02-14,334.8,2706.79
4432,7,2023-02-15,348.7,2873.3
4433,7,2023-02-16,303.0,3653.39
4434,7,2023-02-17,356.7,3359.03
4435,7,2023-02-18,332.0,4923.01
4436,7,2023-02-19,284.2,3499.53
4437,7,2023-02-20,313.6,4199.17
4438,7,2023-02-21,304.1,4277.74
4439,7,2023-02-22,337.0,2723.17
4440,7,2023-02-23,331.2,3343.92
4441,7,2023-02-24,315.9,2784.8
4442,7,2023-02-25,391.2,4137.27
4443,7,2023-02-26,332.3,4735.37
4444,7,2023-02-27,326.1,4628.05
4445,7,2023-02-28,322.3,3733.6
4446,7,2023-03-01,380.6,3409.59
4447,7,2023-03-02,302.6,4159.93
4448,7,2023-03-03,316.4,4557.35
4449,7,2023-03-04,376.9,3335.41
4450,7,2023-03-05,338.2,4146.43
4451,7,2023-03-06,319.4,3099.52
4452,7,2023-03-07,379.1,5361.4
4453,7,2023-03-08,342.4,4700.51
4454,7,2023-03-09,337.8,5043.78
4455,7,2023-03-10,308.3,3595.89
4456,7,2023-03-11,320.8,3988.23
4457,7,2023-03-12,288.9,4149.49
4458,7,2023-03-13,344.1,2804.05
4459,7,2023-03-14,365.2,4881.78
4460,7,2023-03-15,306.5,3345.0
4461,7,2023-03-16,331.4,2797.97
4462,7,2023-03-17,326.7,2860.3
4463,7,2023-03-18,295.0,3078.62
4464,7,2023-03-19,358.9,4094.14
4465,7,2023-03-20,288.7,2920.81
4466,7,2023-03-21,315.5,3117.65
4467,7,2023-03-22,392.7,4484.91
4468,7,2023-03-23,349.2,3790.6
4469,7,2023-03-24,328.0,3407.0
4470,7,2023-03-25,291.1,3432.56
4471,7,2023-03-26,359.5,4039.35
4472,7,2023-03-27,368.6,4383.37
4473,7,2023-03-28,293.9,3727.04
4474,7,2023-03-29,348.7,4612.41
4475,7,2023-03-30,358.9,2909.56
4476,7,2023-03-31,366.8,5145.54
4477,7,2023-04-01,335.6,2721.13
4478,7,2023-04-02,324.5,4063.74
4479,7,2023-04-03,293.8,2571.8
4480,7,2023-04-04,322.2,3570.51
4481,7,2023-04-05,329.1,4073.17
4482,7,2023-04-06,301.9,4163.48
4483,7,2023-04-07,317.9,3227.05
4484,7,2023-04-08,335.1,3356.07
4485,7,2023-04-09,313.2,4465.91
4486,7,2023-04-10,324.9,4619.53
4487,7,2023-04-11,333.8,3792.0
4488,7,2023-04-12,333.8,3085.31
4489,7,2023-04-13,308.2,3522.95
4490,7,2023-04-14,239.4,2818.05
4491,7,2023-04-15,310.2,3424.19
4492,7,2023-04-16,294.1,2623.08
4493,7,2023-04-17,365.8,5046.51
4494,7,2023-04-18,324.7,3533.02
4495,7,2023-04-19,315.9,4018.73
4496,7,2023-04-20,330.4,3578.77
4497,7,2023-04-21,357.6,4017.41
4498,7,2023-04-22,325.7,2654.05
4499,7,2023-04-23,326.1,3577.4
4500,7,2023-04-24,288.7,4047.71
4501,7,2023-04-25,380.1,4289.98
4502,7,2023-04-26,340.9,3776.39
4503,7,2023-04-27,272.7,3209.48
4504,7,2023-04-28,295.3,2879.99
4505,7,2023-04-29,321.2,2901.7
4506,7,2023-04-30,349.3,3030.38
4507,7,2023-05-01,328.6,3060.23
4508,7,2023-05-02,323.2,2634.55
4509,7,2023-05-03,382.8,3291.88
4510,7,2023-05-04,335.5,3766.0
4511,7,2023-05-05,298.3,3882.48
4512,7,2023-05-06,350.0,4264.49
4513,7,2023-05-07,342.2,3761.4
4514,7,2023-05-08,319.0,4700.38
4515,7,2023-05-09,352.4,4616.22
4516,7,2023-05-10,364.9,4139.95
4517,7,2023-05-11,361.0,4608.23
4518,7,2023-05-12,329.8,4710.49
4519,7,2023-05-13,329.9,3023.67
4520,7,2023-05-14,380.2,4918.29
4521,7,2023-05-15,302.0,2919.91
4522,7,2023-05-16,303.1,4281.3
4523,7,2023-05-17,338.1,3824.57
4524,7,2023-05-18,354.1,4499.16
4525,7,2023-05-19,291.8,3110.14
4526,7,2023-05-20,376.8,4024.34
4527,7,2023-05-21,376.1,4198.29
4528,7,2023-05-22,357.5,5284.14
4529,7,2023-05-23,322.8,3529.41
4530,7,2023-05-24,311.9,2531.77
4531,7,2023-05-25,292.6,3377.43
4532,7,2023-05-26,307.3,3182.21
4533,7,2023-05-27,331.2,2950.03
4534,7,2023-05-28,376.3,4986.1
4535,7,2023-05-29,323.7,4688.42
4536,7,2023-05-30,342.0,4633.78
4537,7,2023-05-31,335.0,3233.02
4538,7,2023-06-01,344.3,4910.85
4539,7,2023-06-02,314.7,3115.01
4540,7,2023-06-03,313.3,3173.45
4541,7,2023-06-04,377.7,5471.12
4542,7,2023-06-05,332.2,2863.36
4543,7,2023-06-06,324.8,4446.55
4544,7,2023-06-07,315.7,3876.99
4545,7,2023-06-08,348.0,3994.7
4546,7,2023-06-09,353.3,2928.31
4547,7,2023-06-10,313.6,3833.75
4548,7,2023-06-11,331.6,4511.02
4549,7,2023-06-12,372.0,4712.99
4550,7,2023-06-13,321.1,4796.89
4551,7,2023-06-14,307.3,4513.62
4552,7,2023-06-15,342.3,4338.49
4553,7,2023-06-16,333.3,4726.53
4554,7,2023-06-17,315.8,3801.93
4555,7,2023-06-18,357.2,4814.48
4556,7,2023-06-19,315.6,3727.22
4557,7,2023-06-20,316.2,4163.8
4558,7,2023-06-21,311.3,4247.35
4559,7,2023-06-22,306.3,2617.11
4560,7,2023-06-23,291.4,3786.13
4561,7,2023-06-24,283.8,4083.44
4562,7,2023-06-25,310.2,2900.7
4563,7,2023-06-26,344.5,3785.81
4564,7,2023-06-27,324.4,3855.26
4565,7,2023-06-28,364.0,3558.45
4566,7,2023-06-29,319.3,3498.53
4567,7,2023-06-30,340.8,3417.97
4568,7,2023-07-01,279.9,3440.65
4569,7,2023-07-02,292.4,2416.46
4570,7,2023-07-03,296.7,2678.83
4571,7,2023-07-04,309.3,3345.78
4572,7,2023-07-05,353.3,4655.55
4573,7,2023-07-06,327.0,4515.37
4574,7,2023-07-07,341.3,5059.53
4575,7,2023-07-08,319.5,2573.91
4576,7,2023-07-09,340.2,3893.35
4577,7,2023-07-10,290.5,2902.78
4578,7,2023-07-11,332.1,4436.07
4579,7,2023-07-12,275.9,3409.46
4580,7,2023-07-13,319.7,4017.82
4581,7,2023-07-14,312.7,4124.75
4582,7,2023-07-15,340.2,4149.06
4583,7,2023-07-16,286.9,3195.03
4584,7,2023-07-17,299.7,3123.55
4585,7,2023-07-18,356.4,3161.47
4586,7,2023-07-19,313.2,4632.86
4587,7,2023-07-20,293.3,2615.39
4588,7,2023-07-21,334.0,4054.94
4589,7,2023-07-22,314.5,3051.16
4590,7,2023-07-23,331.9,4503.83
4591,7,2023-07-24,306.9,3199.01
4592,7,2023-07-25,378.7,3080.61
4593,7,2023-07-26,320.6,3259.49
4594,7,2023-07-27,334.5,4008.38
4595,7,2023-07-28,327.3,4473.34
4596,7,2023-07-29,284.1,3208.67
4597,7,2023-07-30,301.3,3303.03
4598,7,2023-07-31,283.5,3510.9
4599,7,2023-08-01,288.0,3603.81
4600,7,2023-08-02,370.7,3992.08
4601,7,2023-08-03,335.0,2778.42
4602,7,2023-08-04,361.8,3342.07
4603,7,2023-08-05,332.6,4873.71
4604,7,2023-08-06,356.3,3031.34
4605,7,2023-08-07,303.2,3601.62
4606,7,2023-08-08,311.3,3324.79
4607,7,2023-08-09,338.7,3981.62
4608,7,2023-08-10,300.8,2985.14
4609,7,2023-08-11,372.1,3511.22
4610,7,2023-08-12,323.9,3255.06
4611,7,2023-08-13,360.7,5024.03
4612,7,2023-08-14,306.8,3262.77
4613,7,2023-08-15,344.4,5164.64
4614,7,2023-08-16,318.6,4044.05
4615,7,2023-08-17,308.9,3407.13
4616,7,2023-08-18,366.3,3300.39
4617,7,2023-08-19,287.4,2609.09
4618,7,2023-08-20,359.0,3537.91
4619,7,2023-08-21,344.9,5041.3
4620,7,2023-08-22,289.5,2413.64
4621,7,2023-08-23,344.2,3542.03
4622,7,2023-08-24,317.7,3186.19
4623,7,2023-08-25,309.1,3731.15
4624,7,2023-08-26,315.5,2895.19
4625,7,2023-08-27,294.7,2399.97
4626,7,2023-08-28,264.4,2146.33
4627,7,2023-08-29,378.2,5519.61
4628,7,2023-08-30,332.4,3076.32
4629,7,2023-08-31,380.5,5283.26
4630,7,2023-09-01,299.4,3826.15
4631,7,2023-09-02,322.1,4629.23
4632,7,2023-09-03,288.7,2970.28
4633,7,2023-09-04,342.7,4504.13
4634,7,2023-09-05,327.0,4327.8
4635,7,2023-09-06,313.1,2685.54
4636,7,2023-09-07,286.6,3510.07
4637,7,2023-09-08,330.8,2973.45
4638,7,2023-09-09,362.7,2966.68
4639,7,2023-09-10,338.6,4393.58
4640,7,2023-09-11,361.4,3659.45
4641,7,2023-09-12,371.5,4174.34
4642,7,2023-09-13,328.6,4012.21
4643,7,2023-09-14,309.9,2622.33
4644,7,2023-09-15,344.1,4034.06
4645,7,2023-09-16,343.3,4283.12
4646,7,2023-09-17,336.3,2848.28
4647,7,2023-09-18,347.0,3181.6
4648,7,2023-09-19,310.6,4003.69
4649,7,2023-09-20,308.9,3167.73
4650,7,2023-09-21,356.3,4241.18
4651,7,2023-09-22,316.8,4621.45
4652,7,2023-09-23,339.7,4142.32
4653,7,2023-09-24,329.8,4634.22
4654,7,2023-09-25,323.1,3592.72
4655,7,2023-09-26,345.1,2864.96
4656,7,2023-09-27,337.4,4054.4
4657,7,2023-09-28,318.5,3221.68
4658,7,2023-09-29,354.9,4815.4
4659,7,2023-09-30,329.2,4522.29
4660,7,2023-10-01,339.8,4681.18
4661,7,2023-10-02,297.0,3745.41
4662,7,2023-10-03,295.4,3651.53
4663,7,2023-10-04,287.1,3064.8
4664,7,2023-10-05,325.7,3845.21
4665,7,2023-10-06,297.9,3738.03
4666,7,2023-10-07,324.0,2757.44
4667,7,2023-10-08,365.5,2974.87
4668,7,2023-10-09,303.7,3641.68
4669,7,2023-10-10,330.0,3852.11
4670,7,2023-10-11,326.5,3855.1
4671,7,2023-10-12,284.3,2775.3
4672,7,2023-10-13,302.4,3146.07
4673,7,2023-10-14,289.9,2775.89
4674,7,2023-10-15,321.5,3183.34
4675,7,2023-10-16,379.9,5316.0
4676,7,2023-10-17,308.4,3087.08
4677,7,2023-10-18,314.3,4482.71
4678,7,2023-10-19,295.2,2382.14
4679,7,2023-10-20,319.3,2914.44
4680,7,2023-10-21,379.5,3888.71
4681,7,2023-10-22,337.3,3835.94
4682,7,2023-10-23,318.0,3797.15
4683,7,2023-10-24,372.1,4267.89
4684,7,2023-10-25,357.0,2900.34
4685,7,2023-10-26,298.7,3811.54
4686,7,2023-10-27,311.7,2617.48
4687,7,2023-10-28,288.5,4223.89
4688,7,2023-10-29,334.3,3459.11
4689,7,2023-10-30,340.5,3718.71
4690,7,2023-10-31,319.9,4715.91
4691,7,2023-11-01,345.7,3385.75
4692,7,2023-11-02,334.3,4851.76
4693,7,2023-11-03,360.3,3884.16
4694,7,2023-11-04,336.6,3192.95
4695,7,2023-11-05,319.8,2803.89
4696,7,2023-11-06,325.8,3913.13
4697,7,2023-11-07,324.0,3279.98
4698,7,2023-11-08,317.4,4126.82
4699,7,2023-11-09,325.3,3921.08
4700,7,2023-11-10,307.5,3789.16
4701,7,2023-11-11,282.1,3604.51
4702,7,2023-11-12,304.6,4243.33
4703,7,2023-11-13,337.0,4387.93
4704,7,2023-11-14,330.7,4416.0
4705,7,2023-11-15,317.9,3622.85
4706,7,2023-11-16,293.8,2877.18
4707,7,2023-11-17,276.7,3545.64
4708,7,2023-11-18,332.2,3751.73
4709,7,2023-11-19,334.7,3596.77
4710,7,2023-11-20,324.8,3421.73
4711,7,2023-11-21,343.6,3943.71
4712,7,2023-11-22,317.2,3869.68
4713,7,2023-11-23,330.0,3274.11
4714,7,2023-11-24,290.5,3809.53
4715,7,2023-11-25,339.4,4449.7
4716,7,2023-11-26,347.0,4020.58
4717,7,2023-11-27,309.2,3883.43
4718,7,2023-11-28,369.9,3629.76
4719,7,2023-11-29,321.6,3612.1
4720,7,2023-11-30,306.5,3002.43
4721,7,2023-12-01,316.7,3027.6
4722,7,2023-12-02,329.9,4367.76
4723,7,2023-12-03,372.0,4453.49
4724,7,2023-12-04,311.0,4557.06
4725,7,2023-12-05,320.0,3350.05
4726,7,2023-12-06,326.3,2937.02
4727,7,2023-12-07,289.6,4033.5
4728,7,2023-12-08,310.6,3155.6
4729,7,2023-12-09,316.3,4326.87
4730,7,2023-12-10,313.2,4432.21
4731,7,2023-12-11,309.4,2763.44
4732,7,2023-12-12,335.6,2737.1
4733,7,2023-12-13,320.3,4430.05
4734,7,2023-12-14,309.3,3181.11
4735,7,2023-12-15,312.7,3944.63
4736,7,2023-12-16,332.0,3391.67
4737,7,2023-12-17,309.5,4421.49
4738,7,2023-12-18,335.6,3254.78
4739,7,2023-12-19,336.7,4057.48
4740,7,2023-12-20,321.1,3390.92
4741,7,2023-12-21,321.2,2782.94
4742,7,2023-12-22,334.7,5012.73
4743,7,2023-12-23,343.3,3143.77
4744,7,2023-12-24,312.7,4102.69
4745,7,2023-12-25,335.1,3977.97
4746,7,2023-12-26,325.3,2659.72
4747,7,2023-12-27,296.8,4033.1
4748,7,2023-12-28,333.0,4660.49
4749,7,2023-12-29,364.7,3287.67
4750,7,2023-12-30,322.2,3687.63
4751,7,2023-12-31,366.5,3045.98
4752,7,2024-01-01,284.9,3779.28
4753,7,2024-01-02,330.8,2688.74
4754,7,2024-01-03,308.3,4262.13
4755,7,2024-01-04,326.3,3207.63
4756,7,2024-01-05,289.9,3785.38
4757,7,2024-01-06,355.6,3553.66
4758,7,2024-01-07,299.9,3979.43
4759,7,2024-01-08,308.2,2867.28
4760,7,2024-01-09,324.5,4718.67
4761,7,2024-01-10,302.0,3781.19
4762,7,2024-01-11,301.2,2657.52
4763,7,2024-01-12,324.5,4347.88
4764,7,2024-01-13,325.9,2611.85
4765,7,2024-01-14,315.8,4003.17
4766,7,2024-01-15,339.0,4625.39
4767,7,2024-01-16,318.8,3653.01
4768,7,2024-01-17,292.0,2973.52
4769,7,2024-01-18,271.4,2856.77
4770,7,2024-01-19,319.0,4047.21
4771,7,2024-01-20,290.2,4144.19
4772,7,2024-01-21,341.2,4790.52
4773,7,2024-01-22,249.8,2656.94
4774,7,2024-01-23,334.4,4330.78
4775,7,2024-01-24,296.5,3765.67
4776,7,2024-01-25,339.9,3319.72
4777,7,2024-01-26,295.3,3448.67
4778,7,2024-01-27,371.1,5429.97
4779,7,2024-01-28,369.6,3122.13
4780,7,2024-01-29,351.5,3220.78
4781,7,2024-01-30,333.9,4486.47
4782,7,2024-01-31,274.6,2814.42
4783,7,2024-02-01,289.5,2832.44
4784,7,2024-02-02,303.7,4447.12
4785,7,2024-02-03,296.9,3876.16
4786,7,2024-02-04,334.7,4369.31
4787,7,2024-02-05,301.3,3271.43
4788,7,2024-02-06,334.3,2924.24
4789,7,2024-02-07,337.8,3901.45
4790,7,2024-02-08,352.1,3662.54
4791,7,2024-02-09,361.3,3001.07
4792,7,2024-02-10,330.1,3950.46
4793,7,2024-02-11,360.6,2981.4
4794,7,2024-02-12,310.1,3353.12
4795,7,2024-02-13,326.7,3871.65
4796,7,2024-02-14,361.7,3139.48
4797,7,2024-02-15,334.2,4252.63
4798,7,2024-02-16,302.2,4488.86
4799,7,2024-02-17,322.2,4511.11
4800,7,2024-02-18,372.9,3256.01
4801,7,2024-02-19,276.7,2416.7
4802,7,2024-02-20,312.5,4170.33
4803,7,2024-02-21,400.3,4355.2
4804,7,2024-02-22,338.2,3795.78
4805,7,2024-02-23,332.7,3668.48
4806,7,2024-02-24,303.6,4163.92
4807,7,2024-02-25,308.5,3862.58
4808,7,2024-02-26,308.0,4288.48
4809,7,2024-02-27,370.2,5551.24
4810,7,2024-02-28,317.8,4745.74
4811,7,2024-02-29,346.4,3371.84
4812,7,2024-03-01,346.9,4798.68
4813,7,2024-03-02,336.1,2879.98
4814,7,2024-03-03,320.9,3545.98
4815,7,2024-03-04,267.1,2530.75
4816,7,2024-03-05,356.6,4332.74
4817,7,2024-03-06,342.5,3301.73
4818,7,2024-03-07,357.1,4685.1
4819,7,2024-03-08,303.9,3900.69
4820,7,2024-03-09,308.8,4292.01
4821,7,2024-03-10,397.4,4021.69
4822,7,2024-03-11,279.7,3206.22
4823,7,2024-03-12,339.1,3990.63
4824,7,2024-03-13,351.6,4762.44
4825,7,2024-03-14,272.4,2485.21
4826,7,2024-03-15,321.9,4034.25
4827,7,2024-03-16,316.2,4315.07
4828,7,2024-03-17,289.3,2909.24
4829,7,2024-03-18,341.2,4009.16
4830,7,2024-03-19,286.1,2409.26
4831,7,2024-03-20,329.1,3704.72
4832,7,2024-03-21,305.5,4520.34
4833,7,2024-03-22,254.6,2227.38
4834,7,2024-03-23,307.9,4452.65
4835,7,2024-03-24,307.1,3007.06
4836,7,2024-03-25,341.0,2804.71
4837,7,2024-03-26,341.5,3737.89
4838,7,2024-03-27,278.6,4118.58
4839,7,2024-03-28,326.3,4571.11
4840,7,2024-03-29,306.6,3484.98
4841,7,2024-03-30,325.9,4687.22
4842,7,2024-03-31,321.8,4712.11
4843,7,2024-04-01,310.2,4447.94
4844,7,2024-04-02,350.8,5217.14
4845,7,2024-04-03,288.8,3416.31
4846,7,2024-04-04,301.5,2807.17
4847,7,2024-04-05,354.1,4471.65
4848,7,2024-04-06,314.0,3380.25
4849,7,2024-04-07,334.7,4848.16
4850,7,2024-04-08,330.1,3516.33
4851,7,2024-04-09,329.7,2961.63
4852,7,2024-04-10,309.9,3324.08
4853,7,2024-04-11,292.3,4226.01
4854,7,2024-04-12,314.8,2524.13
4855,7,2024-04-13,353.3,3451.58
4856,7,2024-04-14,295.2,3928.9
4857,7,2024-04-15,275.1,2972.05
4858,7,2024-04-16,337.1,4324.7
4859,7,2024-04-17,280.9,3822.45
4860,7,2024-04-18,334.6,2841.5
4861,7,2024-04-19,298.0,3628.07
4862,7,2024-04-20,336.8,4663.98
4863,7,2024-04-21,344.0,3998.83
4864,7,2024-04-22,344.1,4899.04
4865,7,2024-04-23,343.1,4057.76
4866,7,2024-04-24,326.8,3771.69
4867,7,2024-04-25,328.8,2954.12
4868,7,2024-04-26,282.6,3981.21
4869,7,2024-04-27,317.1,4484.06
4870,7,2024-04-28,314.1,3381.76
4871,7,2024-04-29,352.3,4105.83
4872,7,2024-04-30,319.5,2988.66
4873,7,2024-05-01,307.8,3984.62
4874,7,2024-05-02,327.8,2700.75
4875,7,2024-05-03,319.0,2760.92
4876,7,2024-05-04,354.5,4590.32
4877,7,2024-05-05,285.4,2314.51
4878,7,2024-05-06,320.9,3506.2
4879,7,2024-05-07,342.8,4013.42
4880,7,2024-05-08,285.4,2421.14
4881,7,2024-05-09,307.3,4485.01
4882,7,2024-05-10,312.6,3510.16
4883,7,2024-05-11,319.4,4283.02
4884,7,2024-05-12,269.7,2475.91
4885,7,2024-05-13,342.3,4030.69
4886,7,2024-05-14,343.7,4833.32
4887,7,2024-05-15,329.0,3666.72
4888,7,2024-05-16,295.1,3232.59
4889,7,2024-05-17,303.3,2656.18
4890,7,2024-05-18,285.8,2790.01
4891,7,2024-05-19,346.8,2892.5
4892,7,2024-05-20,296.2,3719.28
4893,7,2024-05-21,295.1,3501.67
4894,7,2024-05-22,302.5,3177.08
4895,7,2024-05-23,359.1,2906.02
4896,7,2024-05-24,314.7,3724.56
4897,7,2024-05-25,300.0,2528.62
4898,7,2024-05-26,340.5,3095.65
4899,7,2024-05-27,330.2,3522.35
4900,7,2024-05-28,244.4,2707.84
4901,7,2024-05-29,363.0,3171.7
4902,7,2024-05-30,317.1,4244.12
4903,7,2024-05-31,351.0,4612.16
4904,7,2024-06-01,344.5,3891.06
4905,7,2024-06-02,326.6,4802.38
4906,7,2024-06-03,282.8,3427.92
4907,7,2024-06-04,318.1,4702.61
4908,7,2024-06-05,310.7,3178.19
4909,7,2024-06-06,368.4,3009.55
4910,7,2024-06-07,290.0,4143.08
4911,7,2024-06-08,248.1,3479.85
4912,7,2024-06-09,364.5,5347.81
4913,7,2024-06-10,288.9,3961.03
4914,7,2024-06-11,313.8,3396.72
4915,7,2024-06-12,359.5,2963.86
4916,7,2024-06-13,287.1,4083.11
4917,7,2024-06-14,357.4,5116.83
4918,7,2024-06-15,356.9,4125.53
4919,7,2024-06-16,348.8,4602.99
4920,7,2024-06-17,314.6,4607.15
4921,7,2024-06-18,317.1,3529.37
4922,7,2024-06-19,337.0,3299.4
4923,7,2024-06-20,289.4,3907.66
4924,7,2024-06-21,359.1,3178.08
4925,7,2024-06-22,315.4,2709.64
4926,7,2024-06-23,313.7,3871.01
4927,7,2024-06-24,315.9,2558.89
4928,7,2024-06-25,315.7,4254.11
4929,7,2024-06-26,309.9,4083.71
4930,7,2024-06-27,331.5,3658.33
4931,7,2024-06-28,337.8,3124.68
4932,7,2024-06-29,285.3,3793.47
4933,7,2024-06-30,324.7,4647.97
4934,7,2024-07-01,301.6,2438.25
4935,7,2024-07-02,262.8,3169.46
4936,7,2024-07-03,320.4,3069.27
4937,7,2024-07-04,325.6,3555.34
4938,7,2024-07-05,304.9,3768.28
4939,7,2024-07-06,304.4,3631.76
4940,7,2024-07-07,291.2,3538.29
4941,7,2024-07-08,283.1,2807.67
4942,7,2024-07-09,299.0,2757.39
4943,7,2024-07-10,293.2,3646.24
4944,7,2024-07-11,304.8,3652.22
4945,7,2024-07-12,279.8,2703.99
4946,7,2024-07-13,293.2,3444.2
4947,7,2024-07-14,327.2,4322.07
4948,7,2024-07-15,335.1,4638.35
4949,7,2024-07-16,306.5,3788.24
4950,7,2024-07-17,315.9,2944.55
4951,7,2024-07-18,363.3,4899.34
4952,7,2024-07-19,333.0,3367.34
4953,7,2024-07-20,383.5,5268.06
4954,7,2024-07-21,327.1,4360.39
4955,7,2024-07-22,278.0,2457.54
4956,7,2024-07-23,309.7,4453.68
4957,7,2024-07-24,307.0,2577.88
4958,7,2024-07-25,342.8,2867.98
4959,7,2024-07-26,339.6,3396.89
4960,7,2024-07-27,317.3,3487.53
4961,7,2024-07-28,320.1,4121.69
4962,7,2024-07-29,295.1,2921.38
4963,7,2024-07-30,342.3,2763.31
4964,7,2024-07-31,307.5,3829.79
4965,7,2024-08-01,278.8,3513.33
4966,7,2024-08-02,298.5,4131.85
4967,7,2024-08-03,307.9,3457.31
4968,7,2024-08-04,321.9,3618.39
4969,7,2024-08-05,372.9,3033.4
4970,7,2024-08-06,333.8,3843.33
4971,7,2024-08-07,273.5,3467.91
4972,7,2024-08-08,346.7,3327.17
4973,7,2024-08-09,323.8,3379.19
4974,7,2024-08-10,318.9,3324.45
4975,7,2024-08-11,330.6,4919.8
4976,7,2024-08-12,322.3,3886.46
4977,7,2024-08-13,268.8,3710.06
4978,7,2024-08-14,347.1,3748.73
4979,7,2024-08-15,266.8,2603.15
4980,7,2024-08-16,335.3,4075.53
4981,7,2024-08-17,303.1,3775.84
4982,7,2024-08-18,292.0,4137.3
4983,7,2024-08-19,362.5,4836.87
4984,7,2024-08-20,325.5,4117.1
4985,7,2024-08-21,334.8,3700.48
4986,7,2024-08-22,309.8,2574.41
4987,7,2024-08-23,341.2,2894.36
4988,7,2024-08-24,299.6,2706.14
4989,7,2024-08-25,337.3,4194.47
4990,7,2024-08-26,328.5,3139.25
4991,7,2024-08-27,323.7,2696.91
4992,7,2024-08-28,305.3,3751.58
4993,7,2024-08-29,326.5,3697.35
4994,7,2024-08-30,315.4,3017.6
4995,7,2024-08-31,308.1,3125.86
4996,7,2024-09-01,336.7,4659.93
